id_que,content,is_correct
16,2- Không bị nghiêm cấm.,false
16,"3- Không bị nghiêm cấm, néu có chất ma tuý ở mức nhẹ, có thể điều khiển phương tiện tham gia giao thông.",false
17,1- Chỉ bị nhắc nhở.,false
17,2- Bị xử phạt hành chính hoặc có thể bị xử lý hình sự tùy theo mức độ vi phạm.,true
17,3- Không bị xử lý hình sự.,false
18,"1- Người điều khiển: Xe ô tô, xe mô tô, xe đạp, xe gắn máy.",true
18,2- Người ngồi phía sau người điều khiển xe cơ giới.,false
18,3- Người đi bộ.,false
18,4- Cả ý 1 và ý 2.,false
19,1- Bị nghiêm cấm tùy từng trường hợp.,false
19,2- Không bị nghiêm cấm.,false
19,3- Bị nghiêm cấm.,true
20,1- Từ 22 giờ đêm đến 5 giờ sáng.,false
20,2- Từ 5 giờ sáng đến 22 giờ tối.,true
20,3- Từ 23 giờ đêm đến 5 giờ sáng hôm sau.,false
21,1- Bất cứ đèn nào miễn là mắt nhìn rõ phía trước.,false
21,2- Chỉ bật đèn chiếu xa (đèn pha) khi không nhìn rõ đường.,false
21,"3- Đèn chiếu xa (đèn pha) khi đường vắng, đèn pha chiếu gần (đèn cốt) khi có xe đi ngược chiều.",false
21,4- Đèn chiếu gần (đèn cốt).,true
22,1- Phải đảm bảo phụ tùng do đúng nhà sản xuất đó cung cấp.,false
22,2- Phải được chấp thuận của cơ quan có thẩm quyền.,true
22,3- Phải là xe đăng ký và hoạt động tại các khu vực có địa hình phức tạp.,false
23,1- Được phép.,false
23,2- Không được phép.,true
23,3- Tùy từng trường hợp.,false
24,1- Không được vượt.,false
24,2- Được vượt khi đang đi trên cầu.,false
24,3- Được phép vượt khi đi qua nơi giao nhau có ít phương tiện cùng tham gia giao thông.,false
24,4- Được vượt khi đảm bảo an toàn.,true
25,1- Không được vượt.,true
25,2- Được vượt khi đang đi trên cầu.,false
25,3- Được phép vượt khi đi qua nơi giao nhau có ít phương tiện cùng tham gia giao thông.,false
25,4- Được vượt khi đảm bảo an toàn.,false
26,1- Được phép.,false
26,"2- Nếu phương tiện được kéo, đẩy có khối lượng nhỏ hơn phương tiện của mình.",false
26,3- Tùy trường hợp.,false
26,4- Không được phép.,true
27,1- Được phép.,false
27,2- Tùy trường hợp.,false
27,3- Không được phép.,true
28,"1- Buông cả hai tay; sử dụng xe để kéo, đẩy xe khác, vật khác; sử dụng chân chống của xe quệt xuống đường khi xe đang chạy.",true
28,2- Buông một tay; sử dụng xe để chở người hoặc hàng hoá; để chân chạm xuống đất khi khởi hành.,false
28,3- Đội mũ bảo hiểm; chạy xe đúng tốc độ quy định và chấp hành đúng quy tắc giao thông đường bộ.,false
28,4- Chở người ngồi sau dưới 16 tuổi.,false
29,"1- Được mang, vác tùy trường hợp cụ thể.",false
29,"2- Không được mang, vác.",true
29,"3- Được mang, vác nhưng phải đảm bảo an toàn.",false
29,"4- Được mang, vác tùy theo sức khỏe của bản thân.",false
30,1- Được phép.,false
30,2- Được bán trong trường hợp phương tiện của mình bị hỏng.,false
30,"3- Được kéo, đẩy trong trường hợp phương tiện khác bị hỏng.",false
30,4- Không được phép.,true
31,1- Được sử dụng.,false
31,2- Chỉ người ngồi sau được sử dụng.,false
31,3- Không được sử dụng.,true
31,4- Được sử dụng nếu không có áo mưa.,false
32,1- Chỉ được phép nếu cả hai đội mũ bảo hiểm.,false
32,2- Không được phép.,true
32,3- Chỉ được thực hiện trên đường thật vắng.,false
32,4- Chỉ được phép khi người đi xe đạp đã quá mệt.,false
33,1- Chỉ được kéo nếu đã nhìn thấy trạm xăng.,false
33,2- Chỉ được thực hiện trên đường vắng phương tiện cùng tham gia giao thông.,false
33,3- Không được phép.,true
34,1- Không được vận chuyển.,true
34,2- Chỉ được vận chuyển khi đã chằng buộc cần thận.,false
34,3- Chỉ được vận chuyển vật cồng kềnh trên xe máy nếu khoảng cách về nhà ngắn hơn 2 km.,false
35,1- 16 tuổi.,false
35,2- 18 tuổi.,true
35,3- 17 tuổi.,false
36,1- Xe mô tô 2 bánh có dung tích xi-lanh từ 50cm3 trở lên.,false
36,2- Xe gắn máy có dung tích xi-lanh dưới 50cm3.,true
36,3- Xe ô tô tải dưới 3.500 kg; xe chở người đến 9 chỗ ngồi.,false
36,4- Tất cả các ý nêu trên.,false
37,1- Xe mô tô có dung tích xi-lanh 125 cm3.,false
37,2- Xe mô tô có dung tích xi-lanh từ 175cm3 trở lên.,true
37,3- Xe mô tô có dung tích xi-lanh 100 cm3.,false
38,1- Xe mô tô hai bánh có dung tích xi-lanh từ 50cm3 đến dưới 175cm3.,false
38,2- Xe mô tô ba bánh dùng cho người khuyết tật.,false
38,3- Cả ý 1 và ý 2.,true
39,1- Biển báo nguy hiểm.,false
39,2- Biển báo cấm.,true
39,3- Biển báo hiệu lệnh.,false
39,4- Biển báo chỉ dẫn.,false
40,1- Biển báo nguy hiểm.,true
40,2- Biển báo cấm.,false
40,3- Biển báo hiệu lệnh.,false
40,4- Biển báo chỉ dẫn.,false
41,1- Biển báo nguy hiểm.,false
41,2- Biển báo cấm.,false
41,3- Biển báo hiệu lệnh phải thi hành.,true
41,4- Biển báo chỉ dẫn.,false
42,1- Biển báo nguy hiểm.,false
42,2- Biển báo cấm.,false
42,3- Biển báo hiệu lệnh phải thi hành.,false
42,4- Biển báo chỉ dẫn.,true
43,1- 02 năm.,false
43,2- 03 năm.,false
43,3- 05 năm.,true
43,4- 04 năm.,false
44,1- Người tham gia giao thông ở các hướng phải dừng lại.,false
44,2- Người tham gia giao thông ở các hướng được đi theo chiều gậy chỉ của cảnh sát giao thông.,false
44,3- Người tham gia giao thông ở phía trước và phía sau người điều khiển được đi tất cả các hướng; người tham gia giao thông ở phía bên phải và phía bên trái người điều khiển phải dừng lại.,false
44,4- Người tham gia giao thông ở phía trước và phía sau người điều khiển phải dừng lại; người tham giao thông ở phía bên phải và bên trái người điều khiển được đi tất cả các hướng.,true
45,"1- Người tham gia giao thông ở hướng đối diện cảnh sát giao thông được đi, các hướng khác cần phải dừng lại.",false
45,2- Người tham gia giao thông được rẽ phải theo chiều mũi tên màu xanh ở bục cảnh sát giao thông.,false
45,3- Người tham gia giao thông ở các hướng đều phải dừng lại trừ các xe đã ở trong khu vực giao nhau.,true
45,"4- Người ở hướng đối diện cảnh sát giao thông phải dừng lại, các hướng khác được đi trong đó có bạn.",false
46,1- Biển báo hiệu cố định.,false
46,2- Báo hiệu tạm thời.,true
47,"1- Cho xe đi trên bát kỳ làn đường nào hoặc giữa 02 làn đường nếu không có xe phía trước; khi cần thiết phải chuyển làn đường, người lái xe phải quan sát xe phía trước để bảo đảm an toàn.",false
47,2- Phải cho xe đi trong một làn đường và chỉ được chuyển làn đường ở những nơi cho phép; khi chuyển làn phải có tín hiệu báo trước và phải bảo đảm an toàn.,true
47,"3- Phải cho xe đi trong một làn đường, khi cần thiết phải chuyển làn đường, người lái xe phải quan sát xe phía trước để bảo đảm an toàn.",false
48,"1- Xe thô sơ phải đi trên làn đường bên trái ngoài cùng, xe cơ giới, xe máy chuyên dùng đi trên làn đường bên phải.",false
48,"2- Xe thô sơ phải đi trên làn đường bên phải trong cùng; xe cơ giới, xe máy chuyên dùng đi trên làn đường bên trái.",true
48,"3- Xe thô sơ đi trên làn đường phù hợp không gây cản trở giao thông, xe cơ giới, xe máy chuyên dùng đi trên làn đường bên phải.",false
49,1- Phải báo hiệu bằng đèn hoặc còi.,false
49,2- Chỉ được báo hiệu bằng còi.,false
49,3- Phải báo hiệu bằng cả còi và đèn.,false
49,4- Chỉ được báo hiệu bằng đèn.,true
50,"1- Tăng tốc độ và ra hiệu cho xe sau vượt, không được gây trở ngại cho xe sau vượt.",false
50,"2- Người điều khiển phương tiện phía trước phải giảm tốc độ, đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua, không được gây trở ngại cho xe sau vượt.",true
50,3- Cho xe tránh về bên trái mình và ra hiệu cho xe sau vượt; nếu có chướng ngại vật phía trước hoặc thiếu điều kiện an toàn chưa cho vượt được phải ra hiệu cho xe sau biết; cắm gây trở ngại cho xe xin vượt.,false
51,"1- Quan sát gương, ra tín hiệu, quan sát an toàn và chuyển hướng.",false
51,"2- Quan sát gương, giảm tốc độ, ra tín hiệu chuyển hướng, quan sát an toàn và chuyển hướng.",true
51,"3- Quan sát gương, tăng tốc độ, ra tín hiệu và chuyển hướng.",false
52,"1- Nơi đường hẹp chỉ đủ cho một xe chạy và có chỗ tránh xe thì xe nào ở gần chỗ tránh hơn phải vào vị trí tránh, nhường đường cho xe kia đi.",false
52,2- Xe xuống dốc phải nhường đường cho xe đang lên dốc; xe nào có chướng ngại vật phía trước phải nhường đường cho xe không có chướng ngại vật đi trước.,false
52,3- Xe lên dốc phải nhường đường cho xe xuống dốc; xe nào không có chướng ngại vật phía trước phải nhường đường cho xe có chướng ngại vật đi trước.,false
52,4- Cả ý 1 và ý 2.,true
53,1- Tiếp tục đi vì xe lên dốc phải nhường đường cho mình.,false
53,2- Nhường đường cho xe lên dốc.,true
53,3- Chỉ nhường đường khi xe lên dốc nháy đèn.,false
54,1- Nhường đường cho xe đi ở bên phải mình tới.,false
54,2- Nhường đường cho xe đi ở bên trái mình tới.,false
54,3- Nhường đường cho xe đi trên đường ưu tiên hoặc đường chính từ bất kỳ hướng nào tới.,true
55,1- Phải nhường đường cho xe đi đến từ bên phải.,true
55,2- Xe báo hiệu xin đường trước xe đó được đi trước.,false
55,3- Phải nhường đường cho xe đi đến từ bên trái.,false
56,1- 5 mét.,true
56,2- 3 mét.,false
56,3- 4 mét.,false
57,"1- Xe cơ giới, xe máy chuyên dùng phải bật đèn; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu; chỉ được dừng xe, đỗ xe ở nơi quy định.",true
57,"2- Xe cơ giới phải bật đèn ngay cả khi đường hầm sáng; phải cho xe chạy trên một làn đường và chỉ chuyển làn ở nơi được phép; được quay đầu xe, lùi xe khi cần thiết.",false
57,"3- Xe máy chuyên dùng phải bật đèn ngay cả khi đường hầm sáng; phải cho xe chạy trên một làn đường và chỉ chuyển làn ở nơi được phép; được quay đầu xe, lùi xe khi cần thiết.",false
58,1- Khi tham gia giao thông đường bộ.,true
58,2- Chỉ khi đi trên đường chuyên dùng; đường cao tốc.,false
58,3- Khi tham gia giao thông trên đường tỉnh lộ hoặc quốc lộ.,false
59,1- Chở người bệnh đi cấp cứu; trẻ em dưới 14 tuổi.,false
59,2- Áp giải người có hành vi vi phạm pháp luật.,false
59,3- Cả ý 1 và ý 2.,true
60,"1- Đi vào phần đường dành cho người đi bộ và phương tiện khác; sử dụng ô, điện thoại di động, thiết bị âm thanh (trừ thiết bị trợ thính), đi xe dàn hàng ngang.",true
60,"2- Chở 02 người; trong đó, có người bệnh đi cấp cứu hoặc trẻ em dưới 14 tuổi hoặc áp giải người có hành vi vi phạm pháp luật.",false
60,3- Điều khiển phương tiện tham gia giao thông trên đường tỉnh lộ hoặc quốc lộ.,false
61,1- Được phép nhưng phải đảm bảo an toàn.,false
61,2- Không được phép.,true
61,"3- Được phép tùy từng hoàn cảnh, điều kiện cụ thể.",false
62,"1- Khi có báo hiệu cảnh báo nguy hiểm hoặc có chướng ngại vật trên đường; khi chuyển hướng xe chạy hoặc tầm nhìn bị hạn chế; khi qua nơi đường giao nhau, nơi đường bộ giao nhau với đường sắt; đường vòng; đường có địa hình quanh co, đèo dốc.",false
62,"2- Khi qua cầu, cống hẹp; khi lên gần đỉnh dốc, khi xuống dốc, khi qua trường học, khu đông dân cư, khu vực đang thi công trên đường bộ; hiện trường xảy ra tai nạn giao thông.",false
62,"3- Khi điều khiển xe vượt xe khác trên đường quốc lộ, đường cao tốc.",false
62,4- Cả ý 1 và ý 2.,true
63,"1- Nhường đường cho người đi bộ đang đi trên phần đường dành cho người đi bộ sang đường; nhường đường cho xe ối trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới; nhường đường cho xe ưu tiên, xe đi từ bên phải đến.",true
63,"2- Nhường đường cho người đi bộ đang đứng chờ đi qua phần đường dành cho người đi bộ sang đường; nhường đường cho xe đi trên đường ngược chiều, đường nhánh từ bất kỳ hướng nào tới; nhường đường cho xe đi từ bên trái đến.",false
63,3- Không phải nhường đường.,false
64,1- Khi cho xe chạy thẳng.,false
64,2- Trước khi thay đổi làn đường.,true
64,3- Sau khi thay đổi làn đường.,false
65,1- Xe bị vượt bát ngờ tăng tốc độ và có tình không nhường đường.,false
65,2- Xe bị vượt giảm tốc độ và nhường đường.,false
65,3- Phát hiện có xe đi ngược chiều.,false
65,4- Cả ý 1 và ý 3.,true
66,"1- Nếu đủ điều kiện an toàn, người lái xe phải giảm tốc độ, đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua, không được gây trở ngại đối với xe xin vượt.",true
66,"2- Lái xe vào lề đường bên trái và giảm tốc độ để xe phía sau vượt qua, không được gây trở ngại đối với xe xin vượt.",false
66,"3- Nếu đủ điều kiện an toàn, người lái xe phải tăng tốc độ, đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua.",false
67,"1- Phải đội mũ bảo hiểm đạt chuẩn, có cài quai đúng quy cách, mặc quần áo gọn gàng; không sử dụng ô, điện thoại di động, thiết bị âm thanh (trừ thiết bị trợ thính).",true
67,"2- Phải đội mũ bảo hiểm khi trời mưa gió hoặc trời quá nắng; có thể sử dụng ô, điện thoại di động, thiết bị âm thanh nhưng phải đảm bảo an toàn.",false
67,3- Phải đội mũ bảo hiểm khi cảm thấy mát an toàn giao thông hoặc khi chuẩn bị di chuyển quãng đường xa.,false
68,1- Là đoạn đường nằm trong khu công nghiệp có đông người và phương tiện tham gia giao thông và được xác định cụ thể bằng biển chỉ dẫn địa giới.,false
68,"2- Là đoạn đường bộ nằm trong khu vực nội thành phố, nội thị xã, nội thị trấn và những đoạn đường có đông dân cư sinh sống sát dọc theo đường, có các hoạt động ảnh hưởng đến an toàn giao thông; được xác định bằng biển báo hiệu là đường khu đông dân cư.",true
68,"3- Là đoạn đường nằm ngoài khu vực nội thành phố, nội thị xã có đông người và phương tiện tham gia giao thông và được xác định cụ thể bằng biển chỉ dẫn địa giới.",false
69,1- 50 km/h.,false
69,2- 40 km/h.,true
69,3- 60 km/h.,false
70,1- 60 km/h.,true
70,2- 50 km/h.,false
70,3- 40 km/h.,false
71,1- 60 km/h.,false
71,2- 50 km/h.,true
71,3- 40 km/h.,false
72,"1- Ô tô con, ô tô tải, ô tô chở người trên 30 chỗ.",true
72,"2- Xe gắn máy, xe máy chuyên dùng.",false
72,3- Cả ý 1 và ý 2.,false
73,1- Chủ động giữ khoảng cách an toàn phù hợp với xe chạy liên trước xe của mình.,false
73,"2- Đảm bảo khoảng cách an toàn theo mật độ phương tiện, tình hình giao thông thực tế.",false
73,3- Cả ý 1 và ý 2.,true
74,1- Gặp biển báo nguy hiểm trên đường.,true
74,2- Gặp biển chỉ dẫn trên đường.,false
74,3- Gặp biển báo hết mọi lệnh cấm.,false
75,1- Hiệu lệnh của nhân viên gác chắn.,false
75,"2- Đèn đỏ sáng nháy, cờ đỏ, biển đỏ.",false
75,"3- Còi, chuông kêu, chắn đã đóng.",false
75,4- Tất cả các ý trên.,true
76,1- Để làm đẹp.,false
76,2- Để tránh mưa nắng.,false
76,3- Để giảm thiểu chấn thương vùng đầu.,true
76,4- Để các loại phương tiện khác dễ quan sát.,false
77,1- Giảm tốc độ cho xe vượt qua đường sắt.,false
77,2- Nhanh chóng cho xe vượt qua đường sắt trước khi tàu hỏa tới.,false
77,3- Giảm tốc độ cho xe vượt qua đường sắt trước khi tàu hỏa tới.,true
77,4- Cho xe dừng ngay lại và giữ khoảng cách tối thiểu 5 mét tính từ ray gần nhất.,false
78,"1- Giảm tốc độ, đi từ từ để vượt qua trước người đi bộ.",false
78,"2- Giảm tốc độ, có thể dừng lại nếu cần thiết trước vạch dừng xe để nhường đường cho người đi bộ qua đường.",true
78,3- Tăng tốc độ để vượt qua trước người đi bộ.,false
79,1- Đỏ - Vàng - Xanh.,true
79,2- Cam - Vàng - Xanh.,false
79,3- Vàng - Xanh dương - Xanh lá.,false
79,4- Đỏ - Cam - Xanh.,false
80,"1- Phải cho xe dừng lại trước vạch dừng, trường hợp đã đi quá vạch dừng hoặc đã quá gần vạch dừng nếu dừng lại thấy nguy hiểm thì được đi tiếp.",false
80,"2- Trong trường hợp tín hiệu vàng nhấp nháy là được đi nhưng phải giảm tốc độ, chú ý quan sát nhường đường cho người đi bộ qua đường.",false
80,"3- Nhanh chóng tăng tốc độ, vượt qua nút giao và chú ý đảm bảo an toàn.",false
80,4- Cả ý 1 và ý 2.,true
81,1- Ra tín hiệu bằng tay rồi cho xe vượt qua.,false
81,2- Tăng ga mạnh để gây sự chú ý rồi cho xe vượt qua.,false
81,3- Bạn phải có tín hiệu bằng đèn hoặc còi.,true
82,"1- Đường ướt, đường có sỏi cát trên nền đường.",false
82,2- Đường hẹp có nhiều điểm giao cắt từ hai phía.,false
82,"3- Đường đèo dốc, vòng liên tục.",false
82,4- Tất cả các ý nêu trên.,true
83,1- Tăng tốc độ để nhanh chóng vượt qua bến đỗ.,false
83,2- Giảm tốc độ đến mức an toàn có thể và quan sát người qua đường và từ từ vượt qua xe buýt.,true
83,3- Yêu cầu phải dừng lại phía sau xe buýt chờ xe rời bến mới đi tiếp.,false
84,1- Là sự hiểu biết và chấp hành nghiêm chỉnh pháp luật về giao thông; là ý thức trách nhiệm với cộng đồng khi tham gia giao thông.,false
84,"2- Là ứng xử có văn hóa, có tình yêu thương con người trong các tình huống không may xảy ra khi tham gia giao thông.",false
84,3- Cả ý 1 và ý 2.,true
85,"1- Điều khiển xe đi bên phải theo chiều đi của mình; đi đúng phần đường, làn đường quy định; đội mũ bảo hiểm đạt chuẩn, cài quai đúng quy cách.",true
85,"2- Điều khiển xe đi trên phần đường, làn đường có ít phương tiện tham gia giao thông.",false
85,3- Điều khiển xe và đội mũ bảo hiểm ở nơi có biển báo bắt buộc đội mũ bảo hiểm.,false
86,"1- Điều khiển xe đi bên phải theo chiều đi của mình; đi đúng phần đường, làn đường quy định; dừng, đỗ xe đúng nơi quy định; đã uống rượu, bia thì không lái xe.",true
86,"2- Điều khiển xe đi trên phần đường, làn đường có ít phương tiện giao thông; dừng xe, đỗ xe ở nơi thuận tiện hoặc theo yêu cầu của hành khách, của người thân.",false
86,"3- Dừng và đỗ xe ở nơi thuận tiện cho việc chuyên chở hành khách và giao nhận hàng hóa; sử dụng ít rượu, bia thì có",false
87,1- Thực hiện sơ cứu ban. đầu trong trường hợp khẩn cấp; thông báo vụ tai nạn đến cơ quan thi hành pháp luật.,true
87,2- Nhanh chóng lái xe gây tai nạn hoặc đi nhờ xe khác ra khỏi hiện trường vụ tai nạn.,false
87,3- Cả ý 1 và ý 2.,false
88,1- Bấm còi liên tục thúc giục các phương tiện phía trước nhường đường.,false
88,"2- Đi lên vỉa hè, tận dụng mọi khoảng trống để nhanh chóng thoát khỏi nơi ùn tắc.",false
88,3- Lấn sang trái đường cố gắng vượt lên xe khác.,false
88,4- Tất cả các ý nêu trên.,true
89,"1- Giữ tay ga ở mức độ phù hợp, sử dụng phanh trước và phanh sau để giảm tốc độ.",true
89,"2- Nhả hết tay ga, tắt động cơ, sử dụng phanh trước và phanh sau đề giảm tốc độ.",false
89,3- Sử dụng phanh trước để giảm tốc độ kết hợp với tắt chìa khóa điện của xe.,false
90,"1- Quan sát biển báo hiệu để biết nơi được phép quay đầu; quan sát kỹ địa hình nơi chọn để quay đầu; lựa chọn quỹ đạo quay đầu xe cho thích hợp; quay đầu xe với tốc độ thấp; thường xuyên báo tín hiệu để người, các phương tiện xung quanh được biết; nếu quay đầu xe ở nơi nguy hiểm thì đưa đầu xe về phía nguy hiểm đưa đuôi xe về phía an toàn.",true
90,"2- Quan sát biển báo hiệu để biết nơi được phép quay đầu; quan sát kỹ địa hình nơi chọn để quay đầu; lựa chọn quỹ đạo quay đầu xe; quay đầu xe với tốc độ tối đa; thường xuyên báo tín hiệu để người, các phương tiện xung quanh được biết; nếu quay đầu xe ở nơi nguy hiểm thì đưa đuôi xe về phía nguy hiểm và đầu xe về phía an toàn.",false
91,1- Không nên đi cố vào đường hẹp; xe đi ở phía sườn núi nên dừng lại trước để nhường đường; khi dừng xe nhường đường phải đỗ ngay ngắn.,false
91,"2- Trong khi tránh nhau không nên đổi số; khi tránh nhau ban đêm, phải tắt đèn pha bật đèn cốt.",false
91,"3- Khi tránh nhau ban đêm, phải thường xuyên bật đèn pha tắt đèn cốt.",false
91,4- Cả ý 1 và ý 2.,true
92,"1- Quan sát cẩn thận các chướng ngại vật và báo hiệu bằng còi, đèn; giảm tốc độ tới mức cần thiết, về số thấp và thực hiện quay vòng với tốc độ phù hợp với bán kính cong của đường vòng.",true
92,"2- Quan sát cẩn thận các chướng ngại vật và báo hiệu bằng còi, đèn; tăng tốc để nhanh chóng qua đường vòng và giảm tốc độ sau khi qua đường vòng.",false
93,1- Sử dụng phanh trước.,false
93,2- Sử dụng phanh sau.,false
93,3- Giảm hết ga; sử dụng đồng thời cả phanh sau và phanh trước.,true
94,1- Giảm tốc độ để đảm bảo an toàn với xe phía trước và sử dụng điện thoại để liên lạc.,false
94,2- Giảm tốc độ để dừng xe ở nơi cho phép dừng xe sau đó sử dụng điện thoại để liên lạc.,true
94,3- Tăng tốc độ để cách xa xe phía sau và sử dụng điện thoại để liên lạc.,false
95,1- Sử dụng còi.,false
95,2- Phanh đồng thời cả phanh trước và phanh sau.,false
95,3- Chỉ sử dụng phanh trước.,true
96,"1- Bật tín hiệu báo rẽ trước khi quay đầu, từ từ giảm tốc độ đến mức có thể dừng lại.",false
96,2- Chỉ quay đầu xe tại những nơi được phép quay đầu.,false
96,"3- Quan sát an toàn các phương tiện tới từ phía trước, phía sau, hai bên đồng thời nhường đường cho xe từ bên phải và phía trước đi tới.",false
96,4- Tất cả các ý nêu trên.,true
97,1- Để điều khiển xe chạy về phía trước.,false
97,2- Để điều tiết công suất động cơ qua đó điều khiển tốc độ của xe.,false
97,3- Để điều khiển xe chạy lùi.,false
97,4- Cả ý 1 và ý 2.,true
98,1- Để quan sát an toàn phía bên trái khi chuẩn bị rẽ trái.,false
98,2- Để quan sát an toàn phía bên phải khi chuẩn bị rẽ phải.,false
98,3- Để quan sát an toàn phía sau cả bên trái và bên phải trước khi chuyển hướng.,true
98,4- Để quan sát an toàn phía trước cả bên trái và bên phải trước khi chuyển hướng.,false
99,"1- Tăng ga thật nhanh, giảm ga từ từ.",false
99,"2- Tăng ga thật nhanh, giảm ga thật nhanh.",false
99,"3- Tăng ga từ từ, giảm ga thật nhanh.",true
99,"4- Tăng ga từ từ, giảm ga từ từ.",false
100,"1- Đứng thẳng trên giá gác chân lái sau đó hơi gập đầu gối và khuỷu tay, đi chậm đề không nẩy quá mạnh.",true
100,"2- Ngồi lùi lại phía sau, tăng ga vượt nhanh qua đoạn đường xóc.",false
100,3- Ngồi lệch sang bên trái hoặc bên phải đề lấy thăng bằng qua đoạn đường gồ ghê.,false
101,1- Biển 1.,false
101,2- Biển 2.,false
101,3- Cả hai biển.,true
102,1- Biển 1.,true
102,2- Biển 2.,false
102,3- Biển 3.,false
103,1- Không biển nào.,false
103,2- Biển 1 và 2.,false
103,3- Biển 2 và 3.,true
103,4- Cả ba biến.,false
104,1- Biển 1.,false
104,2- Biển 2.,true
104,3- Không biển nào.,false
104,4- Cả hai biển.,false
105,1- Biển 1.,true
105,2- Biển 2.,false
105,3- Cả hai biển.,false
106,1- Biển 1.,false
106,2- Biển 2.,true
106,3- Không biển nào.,false
